RIN,Geolocation,zip,long_lat,TigerLineID,Tract,Block
152646,"9121 N IH 35 SVRD NB, Austin, TX, ,",,,,,
152659,"400 E 6TH ST, Austin, TX, ,",,,,,
152660,"400 E 6TH ST, Austin, TX, ,",,,,,
152661,"3412 SOUTH OAK DR, Austin, TX, ,","3412 S OAK DR, AUSTIN, TX, 78704","-97.7778,30.236137",63943905,2005,3002
152679,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
152680,"9121 N IH 35 SVRD NB, Austin, TX, ,",,,,,
152681,"700 BLOCK NECHES ST, Austin, TX, ,","700 NECHES ST, AUSTIN, TX, 78701","-97.7379,30.267776",63946531,1100,1063
152682,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
152683,"300 E 6TH ST, Austin, TX, ,",,,,,
152684,"300 E 6TH ST, Austin, TX, ,",,,,,
152685,"2121 W PARMER LN, Austin, TX, ,","2121 W PARMER LN, AUSTIN, TX, 78727","-97.69746,30.416515",620794970,1850,2005
152686,"1220 CAMINO LA COSTA, Austin, TX, ,","1220 CAMINO LA COSTA DR, AUSTIN, TX, 78752","-97.69482,30.324451",641673049,1812,1000
152687,"218 E 6TH ST, Austin, TX, ,","218 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268494",63943432,1100,1087
152688,"416 E 6TH ST, Austin, TX, ,",,,,,
152689,"710 E BEN WHITE BLVD SVRD WB, Austin, TX, ,",,,,,
152690,"12430 METRIC BLVD, Austin, TX, ,","12430 METRIC BLVD, AUSTIN, TX, 78758","-97.691246,30.41232",641676420,1850,3002
152692,"1826 MC BEE ST, Austin, TX, ,",,,,,
152693,"1826 MC BEE ST, Austin, TX, ,",,,,,
152694,"5803 NUCKOLS CROSSING RD, Austin, TX, ,","5803 NUCKOLS CROSSING RD, AUSTIN, TX, 78744","-97.742226,30.187944",63980838,2431,3003
152695,"416 E 6TH ST, Austin, TX, ,",,,,,
152696,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152697,"9300 S IH 35 SVRD SB, Austin, TX, ,",,,,,
152698,"3700 GOODWIN AVE, Austin, TX, ,","3700 GOODWIN AVE, AUSTIN, TX, 78721","-97.695946,30.267992",64016956,2111,1003
152699,"3500 BLOCK SAND DUNES AVE, Austin, TX, ,","3500 SAND DUNES AVE, AUSTIN, TX, 78744","-97.692474,30.200207",625225258,2431,2011
152700,"1305 CONCHO ST, Austin, TX, ,","1305 CONCHO ST, AUSTIN, TX, 78702","-97.72307,30.274418",63946869,803,3019
152701,"9607 MOUNTAIN QUAIL RD, Austin, TX, ,","9607 MOUNTAIN QUAIL RD, AUSTIN, TX, 78758","-97.70887,30.37208",63930535,1821,1011
152702,"600 W STASSNEY LN, Austin, TX, ,","600 W STASSNEY LN, AUSTIN, TX, 78745","-97.78057,30.208076",64013898,2402,1010
152703,"300 E 6TH ST, Austin, TX, ,",,,,,
152704,"300 E 6TH ST, Austin, TX, ,",,,,,
152705,"300 E 6TH ST, Austin, TX, ,",,,,,
152706,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
152707,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
152708,"600 W BEN WHITE BLVD SVRD EB, Austin, TX, ,",,,,,
152709,"1220 CAMINO LA COSTA, Austin, TX, ,","1220 CAMINO LA COSTA DR, AUSTIN, TX, 78752","-97.69482,30.324451",641673049,1812,1000
152710,"416 E 6TH ST, Austin, TX, ,",,,,,
152711,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
152712,"300 BLOCK E 6TH ST, Austin, TX, ,","300 E 6TH ST, AUSTIN, TX, 78701","-97.74029,30.267374",63946490,1100,1095
152713,"12430 METRIC BLVD, Austin, TX, ,","12430 METRIC BLVD, AUSTIN, TX, 78758","-97.691246,30.41232",641676420,1850,3002
152714,"5775 AIRPORT BLVD, Austin, TX, ,","5775 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71599,30.327454",64046929,1503,4019
152715,"3205 NEAL ST, Austin, TX, ,","3205 NEAL ST, AUSTIN, TX, 78702","-97.70245,30.265015",63948102,801,1016
152716,"2723 S IH 35 SVRD NB, Austin, TX, ,",,,,,
152717,"2121 W PARMER LN, Austin, TX, ,","2121 W PARMER LN, AUSTIN, TX, 78727","-97.69746,30.416515",620794970,1850,2005
152718,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152719,"700 BLOCK NECHES ST, Austin, TX, ,","700 NECHES ST, AUSTIN, TX, 78701","-97.7379,30.267776",63946531,1100,1063
152720,"1305 CONCHO ST, Austin, TX, ,","1305 CONCHO ST, AUSTIN, TX, 78702","-97.72307,30.274418",63946869,803,3019
152722,"600 W BEN WHITE BLVD SVRD EB, Austin, TX, ,",,,,,
152739,"416 E 6TH ST, Austin, TX, ,",,,,,
152740,"5775 AIRPORT BLVD, Austin, TX, ,","5775 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71599,30.327454",64046929,1503,4019
152741,"1826 MC BEE ST, Austin, TX, ,",,,,,
152742,"2723 S IH 35 SVRD NB, Austin, TX, ,",,,,,
152743,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152744,"2515 COATBRIDGE DR, Austin, TX, ,","2515 COATBRIDGE DR, AUSTIN, TX, 78745","-97.805786,30.215464",63938954,1713,3005
152745,"100 E 4TH ST, Austin, TX, ,",,,,,
152746,"213 E 6TH ST, Austin, TX, ,",,,,,
152759,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152760,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152761,"10205 N LAMAR BLVD, Austin, TX, ,","10205 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69236,30.371313",63930811,1823,1000
152762,"W KOENIG LN / GUADALUPE ST, Austin, TX, ,",,,,,
152763,"W KOENIG LN / GUADALUPE ST, Austin, TX, ,",,,,,
152764,"W KOENIG LN / GUADALUPE ST, Austin, TX, ,",,,,,
152765,"300 BLOCK E 6TH ST, Austin, TX, ,","300 E 6TH ST, AUSTIN, TX, 78701","-97.74029,30.267374",63946490,1100,1095
152766,"5800 BLOCK S PLEASANT VALLEY RD, Austin, TX, ,","5800 S PLEASANT VALLEY RD, AUSTIN, TX, 78744","-97.7453,30.189278",64032379,2412,1012
152767,"100 E 4TH ST, Austin, TX, ,",,,,,
152769,"N LAMAR BLVD / W 12TH ST, Austin, TX, ,",,,,,
152770,"E 51ST ST / N IH 35 SVRD SB, Austin, TX, ,",,,,,
152771,"1201 W 38TH ST, Austin, TX, ,","1201 W 38TH ST, AUSTIN, TX, 78705","-97.74496,30.306038",63942423,204,3026
152772,"6209 PERLITA DR, Austin, TX, ,","6209 PERLITA DR, AUSTIN, TX, 78724","-97.643295,30.2931",636371432,2208,4015
152773,"9600 S IH 35 SVRD SB, Austin, TX, ,",,,,,
152780,"605 NECHES ST, Austin, TX, ,","605 NECHES ST, AUSTIN, TX, 78701","-97.738205,30.266886",63946499,1100,1097
152781,"12221 N MOPAC EXPY NB, Austin, TX, ,",,,,,
152782,"12221 N MOPAC EXPY NB, Austin, TX, ,",,,,,
152783,"5300 JIMMY CLAY DR, Austin, TX, ,","5300 JIMMY CLAY DR, AUSTIN, TX, 78744","-97.73304,30.19052",641784686,2431,3003
152784,"5300 JIMMY CLAY DR, Austin, TX, ,","5300 JIMMY CLAY DR, AUSTIN, TX, 78744","-97.73304,30.19052",641784686,2431,3003
152785,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
152786,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
152787,"9601 MIDDLE FISKVILLE RD, Austin, TX, ,","9601 MIDDLE FISKVILLE RD, AUSTIN, TX, 78753","-97.68529,30.359375",641458449,1833,1004
152789,"12151 N IH 35 SVRD NB, Austin, TX, ,",,,,,
152790,"1425 E 12TH ST, Austin, TX, ,",,,,,
152791,"1425 E 12TH ST, Austin, TX, ,",,,,,
152792,"1425 E 12TH ST, Austin, TX, ,",,,,,
152793,"700 BLOCK SAN JACINTO BLVD, Austin, TX, ,","700 SAN JACINTO BLVD, AUSTIN, TX, 78701","-97.74001,30.268373",63946481,1100,1065
152794,"700 BLOCK SAN JACINTO BLVD, Austin, TX, ,","700 SAN JACINTO BLVD, AUSTIN, TX, 78701","-97.74001,30.268373",63946481,1100,1065
152799,"6615 BERKMAN DR, Austin, TX, ,","6615 BERKMAN DR, AUSTIN, TX, 78723","-97.68941,30.319231",64047077,2112,1004
152800,"1800 FORT VIEW RD, Austin, TX, ,","1800 FORT VIEW RD, AUSTIN, TX, 78704","-97.785324,30.22987",63944049,2005,1003
152801,"2943 E 12TH ST, Austin, TX, ,","2943 E 12TH ST, AUSTIN, TX, 78702","-97.704254,30.27625",642470805,802,2002
152802,"9600 S IH 35 SVRD SB, Austin, TX, ,",,,,,
152803,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
152819,"6615 BERKMAN DR, Austin, TX, ,","6615 BERKMAN DR, AUSTIN, TX, 78723","-97.68941,30.319231",64047077,2112,1004
152839,"213 E 6TH ST, Austin, TX, ,","213 W 6TH ST, AUSTIN, TX, 78701","-97.74433,30.268467",63943432,1100,1086
152840,"1706 E WILLIAM CANNON DR, Austin, TX, ,",,,,,
152841,"8920 TRONE CIR, Austin, TX, ,","8920 TRONE CIR, AUSTIN, TX, 78758","-97.71019,30.362963",63930531,1820,3025
152842,"8920 TRONE CIR, Austin, TX, ,","8920 TRONE CIR, AUSTIN, TX, 78758","-97.71019,30.362963",63930531,1820,3025
152843,"8920 TRONE CIR, Austin, TX, ,","8920 TRONE CIR, AUSTIN, TX, 78758","-97.71019,30.362963",63930531,1820,3025
152844,"5803 NUCKOLS CROSSING RD, Austin, TX, ,","5803 NUCKOLS CROSSING RD, AUSTIN, TX, 78744","-97.742226,30.187944",63980838,2431,3003
152845,"3417 E MARTIN LUTHER KING JR BLVD, Austin, TX, ,",,,,,
152859,"900 BLOCK E WILLIAM CANNON DR, Austin, TX, ,","900 W WILLIAM CANNON DR, AUSTIN, TX, 78745","-97.79128,30.198652",641668226,2410,2011
152860,"12151 N IH 35 SVRD NB, Austin, TX, ,",,,,,
152879,"7000 BLUFF SPRINGS RD, Austin, TX, ,","7000 BLUFF SPRINGS RD, AUSTIN, TX, 78744","-97.76909,30.18331",635281757,2427,3014
152880,"8920 TRONE CIR, Austin, TX, ,","8920 TRONE CIR, AUSTIN, TX, 78758","-97.71019,30.362963",63930531,1820,3025
152881,"5803 NUCKOLS CROSSING RD, Austin, TX, ,","5803 NUCKOLS CROSSING RD, AUSTIN, TX, 78744","-97.742226,30.187944",63980838,2431,3003
152899,"1819 RIVER CROSSING CIR, Austin, TX, ,","1819 RIVER CROSSING CIR, AUSTIN, TX, 78741","-97.71369,30.231417",63998109,2318,1004
152900,"5803 NUCKOLS CROSSING RD, Austin, TX, ,","5803 NUCKOLS CROSSING RD, AUSTIN, TX, 78744","-97.742226,30.187944",63980838,2431,3003
152901,"100 BLOCK CHALMERS AVE, Austin, TX, ,","100 CHALMERS AVE, AUSTIN, TX, 78702","-97.72661,30.257904",63948523,902,4054
152902,"10205 N LAMAR BLVD, Austin, TX, ,",,,,,
152903,"5751 PALO BLANCO LN, Austin, TX, ,","5751 PALO BLANCO LN, AUSTIN, TX, 78744","-97.743195,30.190514",63950170,2413,3007
152904,"5751 PALO BLANCO LN, Austin, TX, ,","5751 PALO BLANCO LN, AUSTIN, TX, 78744","-97.743195,30.190514",63950170,2413,3007
152905,"1620 RUTLAND DR, Austin, TX, ,","1620 RUTLAND DR, AUSTIN, TX, 78758","-97.71082,30.371845",641895165,1821,1004
152906,"1620 RUTLAND DR, Austin, TX, ,","1620 RUTLAND DR, AUSTIN, TX, 78758","-97.71082,30.371845",641895165,1821,1004
152907,"6503 BLOCK BLUFF SPRINGS RD, Austin, TX, ,","6503 BLUFF SPRINGS RD, AUSTIN, TX, 78744","-97.76688,30.190506",63949855,2419,1001
152908,"6503 BLOCK BLUFF SPRINGS RD, Austin, TX, ,","6503 BLUFF SPRINGS RD, AUSTIN, TX, 78744","-97.76688,30.190506",63949855,2419,1001
152909,"12136 TUMBLING CREEK TRL, Austin, TX, ,","12136 TUMBLING CREEK TRL, AUSTIN, TX, 78748","-97.8529,30.151985",63994756,1774,2038
152910,"4600 NUCKOLS CROSSING RD, Austin, TX, ,","4600 NUCKOLS CROSSING RD, AUSTIN, TX, 78744","-97.734856,30.199615",63950650,2413,2000
152919,"1819 RIVER CROSSING CIR, Austin, TX, ,","1819 RIVER CROSSING CIR, AUSTIN, TX, 78741","-97.71369,30.231417",63998109,2318,1004
152920,"10205 N LAMAR BLVD, Austin, TX, ,",,,,,
152921,"10205 N LAMAR BLVD, Austin, TX, ,",,,,,
152922,"100 BLOCK CHALMERS AVE, Austin, TX, ,","100 CHALMERS AVE, AUSTIN, TX, 78702","-97.72661,30.257904",63948523,902,4054
152923,"3205 NEAL ST, Austin, TX, ,","3205 NEAL ST, AUSTIN, TX, 78702","-97.70245,30.265015",63948102,801,1016
152924,"5700 S 1ST ST, Austin, TX, ,","5700 S 1ST ST, AUSTIN, TX, 78745","-97.78246,30.206547",63949406,2410,1009
152925,"7200 BURNET RD, Austin, TX, ,","7200 BURNET RD, AUSTIN, TX, 78757","-97.73572,30.348358",63930896,1501,1008
152926,"12136 TUMBLING CREEK TRL, Austin, TX, ,","12136 TUMBLING CREEK TRL, AUSTIN, TX, 78748","-97.8529,30.151985",63994756,1774,2038
152940,"304 E 7TH ST, Austin, TX, ,","304 W 7TH ST, AUSTIN, TX, 78701","-97.74497,30.269697",63943408,1100,1071
152941,"2103 S CONGRESS AVE, Austin, TX, ,",,,,,
152942,"719 E 6TH ST, Austin, TX, ,","719 W 6TH ST, AUSTIN, TX, 78701","-97.74978,30.270023",63943330,1100,1077
152943,"213 E 6TH ST, Austin, TX, ,","213 W 6TH ST, AUSTIN, TX, 78701","-97.74433,30.268467",63943432,1100,1086
152944,"323 E 6TH ST, Austin, TX, ,",,,,,
152945,"1200 BLOCK RUTLAND DR, Austin, TX, ,",,,,,
152946,"701 E 11TH ST, Austin, TX, ,",,,,,
152947,"12136 TUMBLING CREEK TRL, Austin, TX, ,","12136 TUMBLING CREEK TRL, AUSTIN, TX, 78748","-97.8529,30.151985",63994756,1774,2038
152948,"1500 BLOCK E STASSNEY LN, Austin, TX, ,","1500 W STASSNEY LN, AUSTIN, TX, 78745","-97.79171,30.212643",64014815,2409,1000
152949,"1500 BLOCK E STASSNEY LN, Austin, TX, ,","1500 W STASSNEY LN, AUSTIN, TX, 78745","-97.79171,30.212643",64014815,2409,1000
152950,"2250 RIDGEPOINT DR, Austin, TX, ,","2250 RIDGEPOINT DR, AUSTIN, TX, 78754","-97.6767,30.329437",64020496,1834,1017
152951,"6419 AIRPORT BLVD, Austin, TX, ,","6419 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71575,30.329103",64046930,1503,4015
152952,"6419 AIRPORT BLVD, Austin, TX, ,","6419 AIRPORT BLVD, AUSTIN, TX, 78752","-97.71575,30.329103",64046930,1503,4015
152953,"3501 S 1ST ST, Austin, TX, ,","3501 S 1ST ST, AUSTIN, TX, 78704","-97.76597,30.232044",63945149,1308,3000
152959,"1909 BITTER CREEK DR, Austin, TX, ,","1909 BITTER CREEK DR, AUSTIN, TX, 78744","-97.7663,30.18554",63949705,2427,3012
152979,"320 E 6TH ST, Austin, TX, ,",,,,,
152980,"6306 E RIVERSIDE DR, Austin, TX, ,","6306 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.70328,30.224949",63997834,2312,1014
152981,"6306 E RIVERSIDE DR, Austin, TX, ,","6306 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.70328,30.224949",63997834,2312,1014
152982,"2001 E SH 71 WB, Austin, TX, ,",,,,,
152983,"4404 E OLTORF ST, Austin, TX, ,","4404 E OLTORF ST, AUSTIN, TX, 78741","-97.726814,30.227062",641248919,2314,4004
152984,"323 E 6TH ST, Austin, TX, ,",,,,,
152985,"401 E 5TH ST, Austin, TX, ,",,,,,
152986,"6411 CHIMNEY CREEK CIR, Austin, TX, ,","6411 CHIMNEY CREEK CIR, AUSTIN, TX, 78723","-97.67767,30.31211",63935026,2112,3001
152987,"7300 BLESSING AVE, Austin, TX, ,","7300 BLESSING AVE, AUSTIN, TX, 78752","-97.69434,30.329927",64020345,1812,3021
152999,"6306 E RIVERSIDE DR, Austin, TX, ,","6306 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.70328,30.224949",63997834,2312,1014
153019,"8800 STAMBOURNE ST, Austin, TX, ,","8800 STAMBOURNE ST, AUSTIN, TX, 78747","-97.7392,30.149195",624864195,2426,1022
153039,"5800 SWEENEY CIR, Austin, TX, ,","5800 SWEENEY CIR, AUSTIN, TX, 78723","-97.67943,30.30525",63951224,2107,4004
153059,"400 E 6TH ST, Austin, TX, ,",,,,,
153079,"6411 CHIMNEY CREEK CIR, Austin, TX, ,","6411 CHIMNEY CREEK CIR, AUSTIN, TX, 78723","-97.67767,30.31211",63935026,2112,3001
153080,"6411 CHIMNEY CREEK CIR, Austin, TX, ,","6411 CHIMNEY CREEK CIR, AUSTIN, TX, 78723","-97.67767,30.31211",63935026,2112,3001
153081,"6411 CHIMNEY CREEK CIR, Austin, TX, ,","6411 CHIMNEY CREEK CIR, AUSTIN, TX, 78723","-97.67767,30.31211",63935026,2112,3001
153082,"400 E 6TH ST, Austin, TX, ,",,,,,
153099,"401 E 5TH ST, Austin, TX, ,",,,,,
153100,"400 E 6TH ST, Austin, TX, ,",,,,,
153101,"1427 BERKSHIRE DR, Austin, TX, ,","1427 BERKSHIRE DR, AUSTIN, TX, 78723","-97.696205,30.316847",63932728,2104,1011
153102,"E 6TH ST / TRINITY ST, Austin, TX, ,",,,,,
153103,"10023 FM 2222 RD, Austin, TX, ,",,,,,
153104,"E 6TH ST / TRINITY ST, Austin, TX, ,",,,,,
153105,"4704 BRASSIEWOOD DR, Austin, TX, ,","4704 BRASSIEWOOD DR, AUSTIN, TX, 78744","-97.75026,30.184874",63950117,2412,2004
153106,"100 BLOCK E WILLIAM CANNON DR, Austin, TX, ,","100 E WILLIAM CANNON DR, AUSTIN, TX, 78745","-97.77874,30.193075",63949667,2402,4015
153107,"11440 PTARMIGAN DR, Austin, TX, ,","11440 PTARMIGAN DR, AUSTIN, TX, 78758","-97.70559,30.393192",63930140,1844,2011
153108,"300 E 6TH ST, Austin, TX, ,",,,,,
153109,"300 E 6TH ST, Austin, TX, ,",,,,,
153110,"300 E 6TH ST, Austin, TX, ,",,,,,
153111,"3705 ROBINSON AVE, Austin, TX, ,","3705 ROBINSON AVE, AUSTIN, TX, 78722","-97.718994,30.293661",63946212,401,1003
153112,"7112 ED BLUESTEIN BLVD SVRD SB, Austin, TX, ,",,,,,
153113,"5526 N IH 35 SVRD SB, Austin, TX, ,",,,,,
153114,"3900 S CONGRESS AVE, Austin, TX, ,",,,,,
153115,"300 E 6TH ST, Austin, TX, ,",,,,,
153116,"5224 MC CARTY LN, Austin, TX, ,",,,,,
153118,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
153119,"2400 BLOCK WICKERSHAM LN, Austin, TX, ,","2400 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72335,30.226196",608679386,2314,4004
153120,"600 GUADALUPE ST, Austin, TX, ,",,,,,
153121,"400 E 6TH ST, Austin, TX, ,",,,,,
153122,"6000 MIDDLE FISKVILLE RD, Austin, TX, ,","6000 MIDDLE FISKVILLE RD, AUSTIN, TX, 78752","-97.710655,30.322643",63932406,1503,4019
153124,"77 RAINEY ST, Austin, TX, ,","77 RAINEY ST, AUSTIN, TX, 78701","-97.738655,30.25912",63946586,1100,2003
153139,"2400 BLOCK WICKERSHAM LN, Austin, TX, ,","2400 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72335,30.226196",608679386,2314,4004
153140,"6200 W WILLIAM CANNON DR, Austin, TX, ,",,,,,
153141,"11440 PTARMIGAN DR, Austin, TX, ,","11440 PTARMIGAN DR, AUSTIN, TX, 78758","-97.70559,30.393192",63930140,1844,2011
153142,"8917 EDMUNDSBURY DR, Austin, TX, ,","8917 EDMUNDSBURY DR, AUSTIN, TX, 78747","-97.74041,30.147953",640904090,2426,1022
153143,"8917 EDMUNDSBURY DR, Austin, TX, ,","8917 EDMUNDSBURY DR, AUSTIN, TX, 78747","-97.74041,30.147953",640904090,2426,1022
153144,"SARA DR / SPRINGDALE RD, Austin, TX, ,",,,,,
153145,"7100 W US 290 HWY WB, Austin, TX, ,",,,,,
153146,"100 BLOCK W HIGHLAND MALL BLVD, Austin, TX, ,","100 W HIGHLAND MALL BLVD, AUSTIN, TX, 78752","-97.71427,30.328613",64048267,1503,4019
153147,"100 BLOCK W HIGHLAND MALL BLVD, Austin, TX, ,","100 W HIGHLAND MALL BLVD, AUSTIN, TX, 78752","-97.71427,30.328613",64048267,1503,4019
153148,"3017 ROYSTER AVE, Austin, TX, ,",,,,,
153159,"800 BLOCK S CAPITAL OF TEXAS HWY NB, Austin, TX, ,","800 S CAPITAL OF TEXAS HWY, AUSTIN, TX, 78746","-97.82849,30.29174",64044053,1917,1001
153160,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
153161,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
153162,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
153163,"5526 N IH 35 SVRD SB, Austin, TX, ,",,,,,
153164,"13145 N US 183 HWY SVRD NB, Austin, TX, ,",,,,,
153165,"901 E KOENIG LN SVRD EB, Austin, TX, ,",,,,,
153166,"5112 S 1ST ST, Austin, TX, ,","5112 S 1ST ST, AUSTIN, TX, 78745","-97.77795,30.213467",63944396,2003,1021
153167,"1427 BERKSHIRE DR, Austin, TX, ,","1427 BERKSHIRE DR, AUSTIN, TX, 78723","-97.696205,30.316847",63932728,2104,1011
153179,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
153180,"7625 MARBLE RIDGE DR, Austin, TX, ,","7625 MARBLE RIDGE DR, AUSTIN, TX, 78747","-97.73669,30.161827",64012760,2426,1008
153199,"7625 MARBLE RIDGE DR, Austin, TX, ,","7625 MARBLE RIDGE DR, AUSTIN, TX, 78747","-97.73669,30.161827",64012760,2426,1008
153200,"13145 N US 183 HWY SVRD NB, Austin, TX, ,",,,,,
153201,"6518 ED BLUESTEIN BLVD SB, Austin, TX, ,",,,,,
153219,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
153220,"600 BLOCK TRINITY ST, Austin, TX, ,","600 TRINITY ST, AUSTIN, TX, 78701","-97.73931,30.267145",63946498,1100,1095
153221,"6518 ED BLUESTEIN BLVD SB, Austin, TX, ,",,,,,
153222,"5601 MANCHACA RD, Austin, TX, ,",,,,,
153239,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
153259,"6324 CIRCULO DE AMISTAD, Austin, TX, ,","6324 CIR DE AMISTAD, AUSTIN, TX, 78741","-97.696655,30.234068",64016098,2312,1011
153279,"500 CANYON RIDGE DR, Austin, TX, ,","500 CANYON RIDGE DR W, AUSTIN, TX, 78753","-97.67435,30.40319",64064680,1839,2004
153280,"500 CANYON RIDGE DR, Austin, TX, ,","500 CANYON RIDGE DR W, AUSTIN, TX, 78753","-97.67435,30.40319",64064680,1839,2004
153281,"6324 CIRCULO DE AMISTAD, Austin, TX, ,","6324 CIR DE AMISTAD, AUSTIN, TX, 78741","-97.696655,30.234068",64016098,2312,1011
153282,"5112 S 1ST ST, Austin, TX, ,","5112 S 1ST ST, AUSTIN, TX, 78745","-97.77795,30.213467",63944396,2003,1021
153283,"5112 S 1ST ST, Austin, TX, ,","5112 S 1ST ST, AUSTIN, TX, 78745","-97.77795,30.213467",63944396,2003,1021
153284,"5800 BLOCK S PLEASANT VALLEY RD, Austin, TX, ,","5800 S PLEASANT VALLEY RD, AUSTIN, TX, 78744","-97.7453,30.189278",64032379,2412,1012
153285,"6200 W WILLIAM CANNON DR, Austin, TX, ,",,,,,
153286,"6200 W WILLIAM CANNON DR, Austin, TX, ,",,,,,
153287,"12602 VELARDE CV, Austin, TX, ,","12602 VELARDE COVE, AUSTIN, TX, 78729","-97.76557,30.444685",126432135,20406,2001
153288,"12602 VELARDE CV, Austin, TX, ,","12602 VELARDE COVE, AUSTIN, TX, 78729","-97.76557,30.444685",126432135,20406,2001
153289,"1600 WEST AVE, Austin, TX, ,","1600 WEST AVE, AUSTIN, TX, 78701","-97.74692,30.280174",63943200,700,1039
153290,"2503 E OLTORF ST, Austin, TX, ,","2503 E OLTORF ST, AUSTIN, TX, 78741","-97.728905,30.22806",232053295,2313,2000
153291,"400 E 6TH ST, Austin, TX, ,",,,,,
153292,"1030 NORWOOD PARK BLVD, Austin, TX, ,","1030 NORWOOD PARK BLVD, AUSTIN, TX, 78753","-97.69347,30.339966",64123786,1813,2022
153293,"219 E 6TH ST, Austin, TX, ,","219 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268484",63943432,1100,1086
153294,"8109 LANDSMAN DR, Austin, TX, ,","8109 LANDSMAN DR, AUSTIN, TX, 78736","-97.89457,30.234428",64015473,1769,1011
153295,"1934 RUTLAND DR, Austin, TX, ,","1934 RUTLAND DR, AUSTIN, TX, 78758","-97.71821,30.381721",63930006,1821,3002
153296,"8109 LANDSMAN DR, Austin, TX, ,","8109 LANDSMAN DR, AUSTIN, TX, 78736","-97.89457,30.234428",64015473,1769,1011
153297,"8109 LANDSMAN DR, Austin, TX, ,","8109 LANDSMAN DR, AUSTIN, TX, 78736","-97.89457,30.234428",64015473,1769,1011
153298,"6000 MIDDLE FISKVILLE RD, Austin, TX, ,","6000 MIDDLE FISKVILLE RD, AUSTIN, TX, 78752","-97.710655,30.322643",63932406,1503,4019
153299,"5112 S 1ST ST, Austin, TX, ,","5112 S 1ST ST, AUSTIN, TX, 78745","-97.77795,30.213467",63944396,2003,1021
153319,"7905 SAN FELIPE BLVD, Austin, TX, ,","7905 SAN FELIPE BLVD, AUSTIN, TX, 78729","-97.76822,30.437885",636383866,20406,2024
